Player Name,Nationality,Position,League,Age,Matches,Starts,Minutes,Goals,Assists,Penalty_made,Penalty_attempted
Kingsley Ehizibue,NED,DF,Serie A,28,21,9,844,0,1,0,0
Kingstone Mutandwa,ZAM,"MF,FW",Serie A,21,4,0,26,0,0,0,0
Kirian Rodríguez,ESP,MF,La Liga,28,35,34,3031,6,2,0,0
Kjell-Arik Wätjen,GER,"MF,FW",Bundesliga,18,2,1,105,0,1,0,0
Klaus Gjasula,ALB,"DF,MF",Bundesliga,34,22,17,1363,0,0,0,0
Ko Itakura,JPN,"DF,MF",Bundesliga,27,20,18,1596,3,0,0,0
Kobbie Mainoo,ENG,MF,Premier League,19,23,23,1850,3,1,0,0
Koen Casteels,BEL,GK,Bundesliga,31,25,25,2250,0,0,0,0
Koffi Djidji,CIV,DF,Serie A,31,13,8,759,0,0,0,0
Koffi Kouao,CIV,DF,Ligue 1,25,13,10,860,0,2,0,0
Kofi Amoako,GER,MF,Bundesliga,19,2,0,2,0,0,0,0
Koke,ESP,MF,La Liga,32,33,30,2333,0,4,0,0
Komnen Andrić,SRB,FW,Ligue 1,28,6,1,159,0,0,0,0
Koni De Winter,BEL,DF,Serie A,21,28,25,2290,0,1,0,0
Konrad Laimer,AUT,"DF,MF",Bundesliga,26,29,18,1772,0,3,0,0
Konstantinos Mavropanos,GRE,DF,Premier League,26,18,15,1410,1,0,0,0
Kostas Manolas,GRE,DF,Serie A,32,7,6,469,0,0,0,0
Kostas Tsimikas,GRE,DF,Premier League,28,13,8,679,0,3,0,0
Kristian Thorstvedt,NOR,MF,Serie A,25,32,28,2251,6,1,0,0
Kristijan Jakić,CRO,MF,Bundesliga,27,144,131,1251,20,10,00,00
Kristjan Asllani,ALB,MF,Serie A,22,22,6,764,1,2,0,0
Kristoffer Ajer,NOR,DF,Premier League,26,28,21,1832,2,1,0,0
Krépin Diatta,SEN,"DF,FW",Ligue 1,25,25,11,1144,0,1,0,0
Kurt Zouma,FRA,DF,Premier League,29,32,31,2748,3,0,0,0
Kyle Walker,ENG,DF,Premier League,33,31,29,2677,0,4,0,0
Kylian Mbappé,FRA,FW,Ligue 1,25,29,24,2158,27,7,6,8
Kévin Gameiro,FRA,"FW,MF",Ligue 1,37,27,15,1346,4,2,2,2
Kévin Keben Biakolo,CMR,DF,Ligue 1,20,7,6,465,0,0,0,0
Kévin N'Doram,FRA,MF,Ligue 1,28,22,17,1514,0,2,0,0
Kévin Van Den Kerkhof,ALG,"FW,MF",Ligue 1,28,28,20,1840,1,2,0,0
Lameck Banda,ZAM,FW,Serie A,23,21,17,1350,2,4,0,0
Lamine Camara,SEN,MF,Ligue 1,20,30,25,2165,1,4,0,1
Lamine Diack,SEN,MF,Ligue 1,23,1,0,1,0,0,0,0
Lamine Yamal,ESP,FW,La Liga,16,35,20,2050,5,4,0,0
Largie Ramazani,BEL,"FW,MF",La Liga,23,29,16,1555,3,5,0,0
Lassana Coulibaly,MLI,MF,Serie A,28,26,23,1947,0,1,0,0
Laurent Abergel,FRA,MF,Ligue 1,31,32,31,2770,1,1,0,0
Lautaro Gianetti,ARG,DF,Serie A,30,7,7,630,1,0,0,0
Lautaro Martínez,ARG,FW,Serie A,26,32,30,2566,24,3,2,3
Layvin Kurzawa,FRA,DF,Ligue 1,31,1,0,9,0,0,0,0
Lazar Samardzic,SRB,MF,Serie A,22,32,26,2192,5,2,0,0
Leander Dendoncker,BEL,MF,Premier League,29,83,10,143,10,00,00,00
Leandro Barreiro Martins,LUX,MF,Bundesliga,24,31,29,2606,4,1,0,0
Leandro Paredes,ARG,MF,Serie A,29,33,31,2563,3,5,3,3
Leandro Trossard,BEL,"FW,MF",Premier League,29,33,17,1572,12,1,0,0
Leart Paqarada,KVX,DF,Bundesliga,29,17,11,1075,0,0,0,0
Lebo Mothiba,RSA,FW,Ligue 1,28,15,5,617,3,0,0,0
Lee Jae-sung,KOR,"MF,FW",Bundesliga,31,29,24,2113,6,3,0,0
Lee Kang-in,KOR,"FW,MF",Ligue 1,23,22,17,1374,2,3,0,0
Lennard Maloney,USA,MF,Bundesliga,24,29,27,2284,1,1,0,0
Leny Yoro,FRA,DF,Ligue 1,18,31,29,2583,2,0,0,0
Leo Skiri Østigård,NOR,DF,Serie A,24,24,17,1535,1,0,0,0
Leon Bailey,JAM,"MF,FW",Premier League,26,35,22,2068,10,9,0,0
Leon Chiwome,ENG,FW,Premier League,18,3,2,174,0,0,0,0
Leon Goretzka,GER,MF,Bundesliga,29,30,25,2241,6,7,0,0
Leon Opitz,GER,"FW,DF",Bundesliga,19,3,0,18,0,0,0,0
Leonardo Balerdi,ARG,DF,Ligue 1,25,26,25,2181,2,0,0,0
Leonardo Bittencourt,GER,MF,Bundesliga,30,29,19,1578,1,2,0,0
Leonardo Bonucci,ITA,DF,Bundesliga,37,7,6,460,1,0,1,1
Leonardo Cerri,ITA,DF,Serie A,21,1,0,7,0,0,0,0
Leonardo Mendicino,ITA,MF,Serie A,17,1,0,1,0,0,0,0
Leonardo Pavoletti,ITA,FW,Serie A,35,19,5,628,4,1,0,0
Leonardo Spinazzola,ITA,DF,Serie A,31,24,15,1312,1,2,0,0
Leonidas Stergiou,SUI,DF,Bundesliga,22,15,6,594,1,0,0,0
Leroy Sané,GER,FW,Bundesliga,28,27,25,2137,8,11,0,0
Lesley Ugochukwu,FRA,MF,Premier League,20,11,3,274,0,0,0,0
Levi Colwill,ENG,DF,Premier League,21,23,20,1797,1,1,0,0
Lewis Cook,ENG,MF,Premier League,27,32,31,2696,0,3,0,0
Lewis Dobbin,ENG,MF,Premier League,21,12,1,232,1,0,0,0
Lewis Dunk,ENG,DF,Premier League,32,33,33,2869,3,1,0,0
Lewis Ferguson,SCO,MF,Serie A,24,31,31,2712,6,3,0,0
Lewis Hall,ENG,DF,Premier League,19,17,7,691,1,0,0,0
Lewis Miley,ENG,MF,Premier League,18,17,14,1202,1,3,0,0
Lewis Warrington,ENG,FW,Premier League,21,1,0,1,0,0,0,0
Liam Henderson,SCO,MF,Serie A,28,1,0,5,0,0,0,0
Liberato Cacace,NZL,DF,Serie A,23,30,17,1822,0,1,0,0
Lilian Brassier,FRA,DF,Ligue 1,24,29,29,2587,3,0,0,0
Lilian Egloff,GER,"MF,DF",Bundesliga,21,5,1,106,0,0,0,0
Linton Maina,GER,"FW,MF",Bundesliga,24,31,21,1901,1,3,0,0
Lisandro Martínez,ARG,DF,Premier League,26,10,7,588,0,1,0,0
Lloyd Kelly,ENG,DF,Premier League,25,22,17,1552,0,1,0,0
Logan Costa,CPV,DF,Ligue 1,23,30,28,2560,1,1,0,0
Lorenz Assignon,TOG,DF,Premier League,23,1414,1412,2200,11,21,00,00
Lorenzo Amatucci,ITA,MF,Serie A,20,2,0,22,0,0,0,0
Lorenzo Colombo,ITA,FW,Serie A,22,25,16,1359,4,1,0,0
Lorenzo De Silvestri,ITA,DF,Serie A,35,14,6,589,2,0,0,0
Lorenzo Lucca,ITA,FW,Serie A,23,35,28,2412,8,3,0,0
Lorenzo Montipò,ITA,GK,Serie A,28,36,36,3240,0,1,0,0
Lorenzo Pellegrini,ITA,MF,Serie A,27,27,19,1776,8,3,1,1
Lorenzo Pirola,ITA,DF,Serie A,22,26,23,1942,1,0,0,0
Lorenzo Venuti,ITA,DF,Serie A,29,14,3,364,0,0,0,0
Loris Karius,GER,GK,Premier League,30,1,1,90,0,0,0,0
Loris Mouyokolo,FRA,DF,Ligue 1,22,1,1,90,0,0,0,0
Loum Tchaouna,FRA,"FW,MF",Serie A,20,31,21,1920,4,3,0,0
Lovro Majer,CRO,"MF,FW",Bundesliga,26,321,250,2122,50,50,20,20
Lovro Zvonarek,CRO,"FW,MF",Bundesliga,19,5,1,163,1,0,0,0
Loïc Bade,FRA,DF,La Liga,24,26,25,2109,0,1,0,0
Loïc Nego,HUN,"DF,MF",Ligue 1,33,28,18,1561,0,3,0,0
Loïs Openda,BEL,FW,Bundesliga,24,34,33,2697,24,7,2,3
Luc Zogbé,CIV,DF,Ligue 1,19,1,0,11,0,0,0,0
Luca Caldirola,ITA,DF,Serie A,33,29,23,2141,1,1,0,0
Luca Garritano,ITA,"MF,DF",Serie A,30,12,5,485,0,0,0,0
Luca Gemello,ITA,GK,Serie A,23,1,1,90,0,0,0,0
Luca Kilian,GER,DF,Bundesliga,24,13,6,635,0,0,0,0
Luca Koleosho,ITA,"MF,FW",Premier League,19,15,13,974,1,1,0,0
Luca Lipani,ITA,MF,Serie A,19,7,4,302,0,0,0,0
Luca Mazzitelli,ITA,MF,Serie A,28,29,26,2210,5,0,0,0
Luca Netz,GER,DF,Bundesliga,21,30,25,2225,0,4,0,0
Luca Pellegrini,ITA,DF,Serie A,25,17,6,651,1,0,0,0
Luca Pfeiffer,GER,"FW,MF",Bundesliga,27,24,20,1619,1,4,0,0
Luca Raimund,GER,"FW,MF",Bundesliga,19,3,0,30,0,0,0,0
Luca Ranieri,ITA,DF,Serie A,25,24,21,1885,2,1,0,0
Luca Waldschmidt,GER,"MF,FW",Bundesliga,28,22,14,1146,3,0,0,1
Luca de la Torre,USA,MF,La Liga,25,30,21,1911,1,4,0,0
Lucas,BRA,DF,La Liga,23,27,14,1449,1,0,0,0
Lucas Beltrán,ARG,"FW,MF",Serie A,23,30,20,1598,6,2,1,1
Lucas Beraldo,BRA,DF,Ligue 1,20,12,11,938,1,0,0,0
Lucas Boyé,ARG,FW,La Liga,28,29,28,2361,6,3,0,0
Lucas Chevalier,FRA,GK,Ligue 1,22,33,33,2969,0,0,0,0
Lucas Digne,FRA,DF,Premier League,30,32,26,2320,1,3,0,0
Lucas Hernández,FRA,DF,Ligue 1,28,27,23,1909,1,1,0,0
Lucas Höler,GER,"FW,MF",Bundesliga,29,33,26,2305,7,2,1,2
Lucas Martínez Quarta,ARG,DF,Serie A,28,27,25,2176,5,0,0,0
Lucas Mincarelli,FRA,DF,Ligue 1,20,12,11,900,0,1,0,0
Lucas Ocampos,ARG,"FW,MF",La Liga,29,33,32,2691,4,3,1,1
Lucas Paquetá,BRA,"FW,MF",Premier League,26,30,30,2537,4,6,2,2
Lucas Perrin,FRA,DF,Ligue 1,25,30,30,2699,0,1,0,0
Lucas Robertone,ARG,MF,La Liga,27,31,28,2258,0,5,0,0
Lucas Torró,ESP,MF,La Liga,29,26,19,1633,0,0,0,0
Lucas Tousart,FRA,MF,Bundesliga,27,23,18,1572,0,0,0,0
Lucas Vázquez,ESP,DF,La Liga,32,27,13,1312,2,4,0,0
Lucien Agoume,FRA,MF,La Liga,22,101,70,614,00,00,00,00
Ludovic Ajorque,FRA,FW,Bundesliga,30,26,15,1360,2,0,0,2
Ludovic Blas,FRA,"FW,MF",Ligue 1,26,28,18,1533,4,1,1,2
Luigi Canotto,ITA,FW,Serie A,30,1,0,16,0,0,0,0
Luis Alberto,ESP,MF,Serie A,31,32,29,2292,5,7,0,0
Luis Díaz,COL,FW,Premier League,27,36,31,2559,8,5,0,0
Luis Henrique,BRA,"FW,DF",Ligue 1,22,14,7,696,1,0,0,0
Luis Hernández,ESP,DF,La Liga,35,9,8,723,1,0,0,0
Luis Javier Suárez,COL,"FW,MF",La Liga,26,13,8,778,4,0,1,1
Luis Milla,ESP,MF,La Liga,29,26,24,2049,0,1,0,0
Luis Muriel,COL,"FW,MF",Serie A,33,18,2,409,2,1,0,0
Luis Rioja,ESP,"FW,MF",La Liga,30,37,31,2498,5,4,3,4
Luis Sinisterra,COL,"FW,MF",Premier League,24,20,7,699,2,2,0,0
Luiz Felipe,ITA,DF,La Liga,27,4,4,360,0,0,0,0
Luiz Henrique,BRA,FW,La Liga,23,14,6,616,0,3,0,0
Luka Jović,SRB,FW,Serie A,26,22,8,871,6,1,0,0
Luka Modrić,CRO,MF,La Liga,38,30,17,1590,2,6,0,0
Luka Romero,ARG,FW,La Liga,19,114,40,455,30,00,00,00
Lukas Daschner,GER,"MF,FW",Bundesliga,25,20,3,536,1,1,0,0
Lukas Klostermann,GER,DF,Bundesliga,27,25,16,1436,1,0,0,0
Lukas Kübler,GER,DF,Bundesliga,31,26,22,1847,1,0,0,0
Lukas Nmecha,GER,FW,Bundesliga,25,3,0,42,1,0,0,0
Lukas Ullrich,GER,"DF,FW",Bundesliga,20,4,0,47,0,0,0,0
Luke Berry,ENG,"MF,DF",Premier League,31,17,2,323,2,1,0,0
Luke Harris,WAL,MF,Premier League,19,1,0,75,0,0,0,0
Luke Shaw,ENG,DF,Premier League,28,12,12,959,0,0,0,0
Luke Thomas,ENG,DF,Premier League,22,12,11,917,0,0,0,0
Lukáš Hrádecký,FIN,GK,Bundesliga,34,33,33,2970,0,0,0,0
Luís Maximiano,POR,GK,La Liga,25,33,33,2970,0,0,0,0
Lyle Foster,RSA,"FW,MF",Premier League,23,23,21,1809,5,3,0,0
Lázaro,BRA,"FW,MF",La Liga,22,14,2,285,0,0,0,0
Léo Baptistão,BRA,FW,La Liga,31,30,21,1766,6,0,0,0
Léo Leroy,FRA,MF,Ligue 1,24,20,3,454,0,1,0,0
M'Bala Nzola,ANG,FW,Serie A,27,32,15,1535,3,3,1,1
M'Baye Niang,SEN,FW,Serie A,29,12,5,602,4,1,3,3
Mads Juel Andersen,DEN,DF,Premier League,26,8,4,400,1,0,0,0
Mads Pedersen,DEN,DF,Bundesliga,27,27,19,1786,1,1,0,0
Mads Roerslev,DEN,DF,Premier League,24,33,21,1923,1,2,0,0
Maduka Okoye,NGA,GK,Serie A,24,19,19,1710,0,0,0,0
Maghnes Akliouche,FRA,"MF,FW",Ligue 1,22,28,18,1613,7,4,0,0
Mahamadou Diawara,FRA,MF,Ligue 1,19,11,4,358,0,0,0,0
Mahamadou Nagida,CMR,DF,Ligue 1,18,3,1,106,0,0,0,0
Mahdi Camara,FRA,MF,Ligue 1,25,31,25,1930,6,2,1,1
Mahmoud Dahoud,GER,MF,Premier League,28,913,61,679,01,10,00,00
Mahmut Kücüksahin,,MF,Bundesliga,20,1,0,1,0,0,0,0
Makoto Hasebe,JPN,"DF,MF",Bundesliga,40,8,2,218,0,0,0,0
Malick Fofana,BEL,FW,Ligue 1,19,16,4,537,3,0,0,0
Malick Mbaye,SEN,"MF,FW",Ligue 1,20,5,1,153,0,0,0,0
Malick Thiaw,GER,DF,Serie A,22,21,19,1619,0,1,0,0
Malo Gusto,FRA,DF,Premier League,21,26,19,1724,0,6,0,0
Mama Samba Baldé,GNB,"FW,MF",Ligue 1,28,20,4,551,2,3,0,0
Mamadou Coulibaly,FRA,MF,Ligue 1,20,41,00,76,00,00,00,00
Mamadou Diakhon,FRA,"FW,MF",Ligue 1,18,10,1,206,0,0,0,0
Mamadou Mbaye,SEN,DF,La Liga,25,4,2,288,0,0,0,0
Mamadou Sakho,FRA,DF,Ligue 1,34,1,0,7,0,0,0,0
Mamadou Sarr,FRA,DF,Ligue 1,18,1,0,8,0,0,0,0
Mamadou Sylla,SEN,"FW,MF",La Liga,30,2,0,18,0,0,0,0
Mamady Bangré,BFA,"FW,MF",Ligue 1,22,8,0,101,0,1,0,0
Manor Solomon,ISR,FW,Premier League,24,5,2,199,0,2,0,0
Manu Koné,FRA,MF,Bundesliga,23,22,18,1561,1,0,0,0
Manu Morlanes,ESP,MF,La Liga,25,33,15,1497,0,1,0,0
Manu Sánchez,ESP,"DF,MF",La Liga,23,26,20,1775,0,5,0,0
Manu Trigueros,ESP,MF,La Liga,32,13,1,219,0,0,0,0
Manuel Akanji,SUI,"DF,MF",Premier League,28,29,27,2441,2,0,0,0
Manuel Gulde,GER,DF,Bundesliga,33,27,23,2047,1,0,0,0
Manuel Lazzari,ITA,DF,Serie A,30,23,19,1651,0,2,0,0
Manuel Locatelli,ITA,MF,Serie A,26,35,33,2918,1,4,0,0
Manuel Neuer,GER,GK,Bundesliga,38,23,23,2053,0,0,0,0
Manuel Riemann,GER,GK,Bundesliga,35,33,33,2970,0,0,0,0
Manuel Sebastián,ESP,MF,La Liga,19,2,0,21,0,0,0,0
Manuel Ugarte Ribeiro,URU,MF,Ligue 1,23,24,20,1842,0,2,0,0
Marash Kumbulla,ALB,DF,Serie A,24,6,3,291,0,0,0,0
Marc Bartra,ESP,DF,La Liga,33,3,3,225,0,0,0,0
Marc Cardona,ESP,FW,La Liga,28,23,6,667,3,1,1,1
Marc Casado,ESP,MF,La Liga,20,2,0,15,0,0,0,0
Marc Cucurella,ESP,DF,Premier League,25,20,19,1692,0,2,0,0
Marc Guiu,ESP,"FW,MF",La Liga,18,3,1,74,1,0,0,0
Marc Guéhi,ENG,DF,Premier League,23,24,22,1946,0,1,0,0
Marc Martínez,ESP,GK,La Liga,34,1,1,90,0,0,0,0
Marc Roca,ESP,MF,La Liga,27,25,23,1890,2,2,0,0
Marc-André ter Stegen,GER,GK,La Liga,32,26,26,2340,0,0,0,0
Marcel Sabitzer,AUT,MF,Bundesliga,30,25,23,1961,4,3,1,1
Marcel Schuhen,GER,GK,Bundesliga,31,31,31,2790,0,0,0,0
Marciano Sanca,GNB,"FW,MF",La Liga,20,6,0,43,0,0,0,0
Marcin Bułka,POL,GK,Ligue 1,24,33,33,2970,0,0,0,0
Marcin Listkowski,POL,FW,Serie A,26,1,0,8,0,0,0,0
Marco Asensio,ESP,"MF,FW",Ligue 1,28,18,12,1023,4,4,0,0
Marco Bizot,NED,GK,Ligue 1,33,31,31,2786,0,0,0,0
Marco Brescianini,ITA,MF,Serie A,24,34,22,2144,4,2,0,0
Marco Carnesecchi,ITA,GK,Serie A,23,25,25,2250,0,0,0,0
Marco Friedl,AUT,DF,Bundesliga,26,25,25,2197,1,0,0,0
Marco Mancosu,ITA,"MF,FW",Serie A,35,5,3,155,0,0,0,1
Marco Pellegrino,,DF,Serie A,,91,50,597,00,00,00,00
Marco Reus,GER,"MF,FW",Bundesliga,34,26,18,1601,6,8,0,0
Marco Richter,GER,"MF,FW",Bundesliga,26,20,7,717,1,0,0,0
Marco Silvestri,ITA,GK,Serie A,33,17,17,1530,0,0,0,0
Marco Sportiello,ITA,GK,Serie A,32,7,7,630,0,0,0,0
Marcos Acuña,ARG,DF,La Liga,32,20,17,1247,1,2,0,0
Marcos Alonso,ESP,DF,La Liga,33,5,3,252,0,0,0,0
Marcos Llorente,ESP,"MF,DF",La Liga,29,35,27,2385,6,3,0,0
Marcos Peña,ESP,MF,La Liga,19,7,4,441,0,0,0,0
Marcos Senesi,ARG,DF,Premier League,27,30,25,2159,4,5,0,0
Marcus Coco,FRA,"DF,FW",Ligue 1,27,27,17,1391,1,0,0,0
Marcus Müller,GER,MF,Bundesliga,21,1,0,18,0,0,0,0
Marcus Pedersen,NOR,DF,Serie A,23,26,16,1581,0,2,0,0
Marcus Rashford,ENG,FW,Premier League,26,32,26,2255,7,2,2,2
Marcus Tavernier,ENG,FW,Premier League,25,29,24,2060,3,4,0,0
Marcus Thuram,FRA,FW,Serie A,26,33,32,2507,13,7,0,0
Marcão,BRA,DF,La Liga,27,6,3,310,0,0,0,0
Mariano,DOM,FW,La Liga,30,7,2,226,0,0,0,0
Marin Pongračić,CRO,DF,Serie A,26,35,35,3129,0,0,0,0
Mario Dominguez,ESP,FW,La Liga,20,3,0,25,0,0,0,0
Mario Gila,ESP,DF,Serie A,23,19,19,1642,0,0,0,0
Mario Götze,GER,MF,Bundesliga,31,30,23,2068,3,2,0,0
Mario Hermoso,ESP,DF,La Liga,28,29,28,2446,0,1,0,0
Mario Lemina,GAB,MF,Premier League,30,34,33,2878,4,1,0,0
Mario Martín,ESP,MF,La Liga,20,1,0,9,0,0,0,0
Mario Pašalić,CRO,"MF,FW",Serie A,29,32,21,1871,5,6,1,1
Marius Bülter,GER,"DF,FW",Bundesliga,31,30,15,1351,1,4,0,0
Marius Wolf,GER,DF,Bundesliga,28,22,12,1166,0,1,0,0
Mark Flekken,NED,GK,Premier League,30,36,36,3195,0,1,0,0
Mark O'Mahony,IRL,FW,Premier League,19,3,1,63,0,0,0,0
Mark Travers,IRL,GK,Premier League,25,4,4,360,0,0,0,0
Mark Uth,GER,"MF,FW",Bundesliga,32,11,3,373,0,1,0,0
Marko Arnautović,AUT,FW,Serie A,35,26,4,746,3,3,0,0
Marko Dmitrović,SRB,GK,La Liga,32,13,13,1170,0,0,0,0
Marko Milovanović,SRB,"FW,MF",La Liga,20,11,2,308,1,0,0,0
Marko Mladenović,SRB,MF,Bundesliga,19,1,0,6,0,0,0,0
Marley Aké,FRA,FW,Serie A,23,1,0,10,0,0,0,0
Marnon Busch,GER,DF,Bundesliga,29,16,5,595,0,0,0,0
Marquinhos,BRA,DF,Ligue 1,30,217,181,1691,00,10,00,00
Marshall Munetsi,ZIM,MF,Ligue 1,27,26,24,2083,4,3,0,0
Marten de Roon,NED,"MF,DF",Serie A,33,30,29,2599,0,5,0,0
Martin Dúbravka,SVK,GK,Premier League,35,23,22,1985,0,0,0,0
Martin Erlic,CRO,DF,Serie A,26,30,29,2509,1,0,0,0
Martin Hongla,CMR,MF,Serie A,26,1512,125,1574,00,00,00,00
Martin Satriano,URU,FW,Ligue 1,23,32,20,1778,4,4,0,0
Martin Terrier,FRA,"FW,MF",Ligue 1,27,23,18,1437,7,3,0,0
Martin Valjent,SVK,DF,La Liga,28,26,26,2169,0,1,0,0
Martin Ødegaard,NOR,MF,Premier League,25,34,34,3001,8,8,2,2
Martín Payero,ARG,MF,Serie A,25,27,19,1616,2,2,0,0
Martín Zubimendi,ESP,MF,La Liga,25,31,29,2654,4,1,0,0
Marvelous Nakamba,ZIM,MF,Premier League,30,13,13,1130,0,0,0,0
Marvin,ESP,"FW,DF",La Liga,23,30,16,1772,0,2,0,0
Marvin Cuni,ALB,FW,Serie A,22,20,6,523,1,0,0,0
Marvin Ducksch,GER,FW,Bundesliga,30,33,32,2696,12,9,5,6
Marvin Friedrich,GER,DF,Bundesliga,28,24,17,1566,0,0,0,0
Marvin Mehlem,GER,MF,Bundesliga,26,20,19,1482,3,2,0,0
Marvin Pieringer,GER,"MF,FW",Bundesliga,24,31,18,1513,3,3,0,0
Marvin Schwäbe,GER,GK,Bundesliga,29,34,34,3060,0,0,0,0
Marvin Senaya,TOG,"DF,MF",Ligue 1,23,31,22,2048,1,1,0,0
Masaya Okugawa,JPN,"FW,DF",Bundesliga,28,2,0,32,0,0,0,0
Mason Burstow,ENG,FW,Premier League,20,2,0,9,0,0,0,0
Mason Greenwood,ENG,"MF,FW",La Liga,22,32,29,2572,8,6,2,3
Mason Holgate,ENG,DF,Premier League,27,9,9,688,0,0,0,0
Mason Mount,ENG,"MF,FW",Premier League,25,14,5,516,1,0,0,0
Massadio Haïdara,MLI,DF,Ligue 1,31,18,7,741,0,1,0,0
Massamba Ndiaye,SEN,GK,Ligue 1,22,4,4,360,0,0,0,0
Matej Kovar,CZE,GK,Bundesliga,24,1,1,90,0,0,0,0
Matej Maglica,CRO,DF,Bundesliga,25,26,21,1698,1,0,0,0
Mateo Kovačić,CRO,MF,Premier League,30,29,16,1550,1,0,0,0
Mateo Retegui,ITA,FW,Serie A,25,28,25,2126,7,2,1,1
Mateu Morey,ESP,DF,Bundesliga,24,3,2,110,0,0,0,0
Mateus Lusuardi,BRA,DF,Serie A,20,4,3,219,0,0,0,0
Mateusz Wieteska,POL,DF,Serie A,27,192,102,1139,01,10,00,00
Mateusz Łęgowski,POL,MF,Serie A,21,28,10,1136,0,0,0,0
Matheus Cunha,BRA,"FW,MF",Premier League,24,31,28,2363,12,7,1,1
Matheus França,BRA,"MF,FW",Premier League,20,10,1,232,0,1,0,0
Matheus Henrique,BRA,MF,Serie A,26,30,26,2412,2,2,0,0
Matheus Nunes,POR,MF,Premier League,25,172,72,840,00,20,00,00
Mathias Honsak,AUT,"FW,MF",Bundesliga,27,23,10,1021,1,1,0,0
Mathias Jensen,DEN,MF,Premier League,28,31,26,2141,3,3,0,0
Mathias Jørgensen,DEN,DF,Premier League,34,13,11,997,1,0,0,0
Mathias Olesen,LUX,"MF,FW",Bundesliga,23,6,0,112,0,0,0,0
Mathias Pereira Lage,POR,FW,Ligue 1,27,29,11,1106,3,2,0,0
Mathieu Gorgelin,FRA,GK,Ligue 1,33,1,1,90,0,0,0,0
Mathis Lambourde,FRA,FW,Ligue 1,18,1,0,10,0,0,0,0
Mathys Tel,FRA,"FW,MF",Bundesliga,19,30,6,1050,7,5,0,0
Mathías Olivera,URU,DF,Serie A,26,22,17,1479,1,1,0,0
Matias Arezo,URU,FW,La Liga,21,14,3,369,0,0,0,0
Matija Nastasić,SRB,DF,La Liga,31,26,25,2258,2,0,0,0
Matondo-Merveille Papela,GER,"MF,DF",Bundesliga,23,11,3,257,0,0,0,0
Mats Hummels,GER,DF,Bundesliga,35,25,20,1581,3,0,0,0
Matt Doherty,IRL,"DF,MF",Premier League,32,29,9,1121,1,0,0,0
Matt Ritchie,SCO,"FW,MF",Premier League,34,13,0,128,1,0,0,0
Matt Targett,ENG,DF,Premier League,28,3,1,78,0,0,0,0
Matt Turner,USA,GK,Premier League,29,17,17,1530,0,0,0,0
Matteo Cancellieri,ITA,"FW,MF",Serie A,22,34,16,1618,3,2,0,0
Matteo Darmian,ITA,DF,Serie A,34,32,26,2341,2,1,0,0
Matteo Gabbia,ITA,DF,Serie A,24,177,136,1695,20,10,00,00
Matteo Lovato,ITA,DF,Serie A,24,1312,116,1472,00,00,00,00
Matteo Perez Vinlöf,SWE,DF,Bundesliga,18,1,0,16,0,0,0,0
Matteo Pessina,ITA,MF,Serie A,27,35,35,3042,6,3,4,5
Matteo Politano,ITA,FW,Serie A,30,36,30,2315,8,7,2,3
Matteo Prati,ITA,MF,Serie A,20,24,18,1858,0,0,0,0
Matteo Ruggeri,ITA,DF,Serie A,21,32,27,2331,0,4,0,0
Matthias Bader,GER,"DF,MF",Bundesliga,26,24,21,1802,1,2,0,0
Matthias Ginter,GER,DF,Bundesliga,30,23,22,1913,0,2,0,0
Matthieu Udol,FRA,DF,Ligue 1,28,29,29,2610,3,3,0,0
Matthijs de Ligt,NED,DF,Bundesliga,24,22,16,1390,2,0,0,0
Matthis Abline,FRA,FW,Ligue 1,21,21,11,968,5,0,0,0
Mattia Bani,ITA,DF,Serie A,30,27,27,2306,2,0,0,0
Mattia De Sciglio,ITA,DF,Serie A,31,1,1,45,0,0,0,0
Mattia Destro,ITA,"FW,MF",Serie A,33,14,2,321,0,0,0,0
Mattia Perin,ITA,GK,Serie A,31,2,2,180,0,0,0,0
Mattia Viti,ITA,DF,Serie A,22,14,11,889,0,0,0,0
Mattia Zaccagni,ITA,FW,Serie A,28,26,22,1796,5,1,0,0
Mattias Svanberg,SWE,MF,Bundesliga,25,25,20,1715,1,3,0,0
Matty Cash,POL,DF,Premier League,26,29,23,2142,2,2,0,0
Mattéo Guendouzi,FRA,MF,Serie A,25,312,270,2323,20,30,00,00
Matz Sels,BEL,GK,Ligue 1,32,1915,1915,3060,00,00,00,00
Matìas Soulé,ARG,"FW,MF",Serie A,21,34,34,2948,11,3,5,6
Matías Vecino,URU,MF,Serie A,32,29,6,1011,6,1,0,0
Matías Viña,URU,DF,Serie A,26,15,13,1014,0,3,0,0
Matúš Bero,SVK,"MF,FW",Bundesliga,28,24,20,1661,1,1,0,0
Mauro Arambarri,URU,MF,La Liga,28,7,3,339,0,0,0,0
Max Aarons,ENG,DF,Premier League,24,19,12,1168,0,1,0,0
Max Finkgräfe,GER,"DF,FW",Bundesliga,20,24,18,1756,1,0,0,0
Max Kilman,ENG,DF,Premier League,26,37,37,3330,2,0,0,0
Max Lowe,ENG,"DF,MF",Premier League,27,9,3,435,0,0,0,0
Max Moerstedt,GER,FW,Bundesliga,,1,0,12,0,0,0,0
Max Svensson,ESP,FW,La Liga,,1,0,3,0,0,0,0
Maxence Caqueret,FRA,MF,Ligue 1,24,33,33,2932,1,3,0,0
